language,category_size,n,tipo_instancia,algoritmo,replica_id,tiempo_ejecucion,memoria_max_mb,costo_minimo,status
Python,XS,4,estructurada,rec_con_memo,47,42090.0,0.00030517578125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,47,29869.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,48,32544.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,48,39122.0,0.00030517578125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,48,37782.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,49,27403.0,0.000213623046875,9.0,ok
Python,XS,4,estructurada,rec_con_memo,49,42938.0,0.00030517578125,9.0,ok
Python,XS,4,estructurada,prog_dinamica,49,60137.0,0.00020599365234375,9.0,ok
Python,XS,5,uniforme,fuerza_bruta_rec,0,47326.0,0.0002593994140625,6.0,ok
Python,XS,5,uniforme,rec_con_memo,0,51824.0,0.00035858154296875,6.0,ok
